"","sector","state","year","action_occurred"
"1436","Leisure and Hospitality","Oregon",2021,1
"1437","Leisure and Hospitality","Oregon",2022,1
"1438","Leisure and Hospitality","Oregon",2023,1
"1439","Leisure and Hospitality","Oregon",2024,0
"1440","Leisure and Hospitality","Oregon",2025,1
"1441","Leisure and Hospitality","Pennsylvania",2021,1
"1442","Leisure and Hospitality","Pennsylvania",2022,1
"1443","Leisure and Hospitality","Pennsylvania",2023,1
"1444","Leisure and Hospitality","Pennsylvania",2024,1
"1445","Leisure and Hospitality","Pennsylvania",2025,1
"1446","Leisure and Hospitality","Rhode Island",2021,0
"1447","Leisure and Hospitality","Rhode Island",2022,1
"1448","Leisure and Hospitality","Rhode Island",2023,0
"1449","Leisure and Hospitality","Rhode Island",2024,1
"1450","Leisure and Hospitality","Rhode Island",2025,0
"1451","Leisure and Hospitality","South Carolina",2021,0
"1452","Leisure and Hospitality","South Carolina",2022,1
"1453","Leisure and Hospitality","South Carolina",2023,1
"1454","Leisure and Hospitality","South Carolina",2024,1
"1455","Leisure and Hospitality","South Carolina",2025,0
"1456","Leisure and Hospitality","Tennessee",2021,0
"1457","Leisure and Hospitality","Tennessee",2022,1
"1458","Leisure and Hospitality","Tennessee",2023,1
"1459","Leisure and Hospitality","Tennessee",2024,0
"1460","Leisure and Hospitality","Tennessee",2025,0
"1461","Leisure and Hospitality","Texas",2021,1
"1462","Leisure and Hospitality","Texas",2022,1
"1463","Leisure and Hospitality","Texas",2023,1
"1464","Leisure and Hospitality","Texas",2024,0
"1465","Leisure and Hospitality","Texas",2025,1
"1466","Leisure and Hospitality","Utah",2021,1
"1467","Leisure and Hospitality","Utah",2022,1
"1468","Leisure and Hospitality","Utah",2023,0
"1469","Leisure and Hospitality","Utah",2024,1
"1470","Leisure and Hospitality","Utah",2025,0
"1471","Leisure and Hospitality","Vermont",2021,0
"1472","Leisure and Hospitality","Vermont",2022,0
"1473","Leisure and Hospitality","Vermont",2023,0
"1474","Leisure and Hospitality","Vermont",2024,0
"1475","Leisure and Hospitality","Vermont",2025,1
"1476","Leisure and Hospitality","Virginia",2021,1
"1477","Leisure and Hospitality","Virginia",2022,1
"1478","Leisure and Hospitality","Virginia",2023,1
"1479","Leisure and Hospitality","Virginia",2024,1
"1480","Leisure and Hospitality","Virginia",2025,0
"1481","Leisure and Hospitality","Washington",2021,1
"1482","Leisure and Hospitality","Washington",2022,1
"1483","Leisure and Hospitality","Washington",2023,1
"1484","Leisure and Hospitality","Washington",2024,1
"1485","Leisure and Hospitality","Washington",2025,1
"1486","Leisure and Hospitality","West Virginia",2021,0
"1487","Leisure and Hospitality","West Virginia",2022,0
"1488","Leisure and Hospitality","West Virginia",2023,0
"1489","Leisure and Hospitality","West Virginia",2024,0
"1490","Leisure and Hospitality","West Virginia",2025,0
"1491","Leisure and Hospitality","Wisconsin",2021,1
"1492","Leisure and Hospitality","Wisconsin",2022,1
"1493","Leisure and Hospitality","Wisconsin",2023,1
"1494","Leisure and Hospitality","Wisconsin",2024,0
"1495","Leisure and Hospitality","Wisconsin",2025,0
"1496","Leisure and Hospitality","Wyoming",2021,0
"1497","Leisure and Hospitality","Wyoming",2022,0
"1498","Leisure and Hospitality","Wyoming",2023,0
"1499","Leisure and Hospitality","Wyoming",2024,0
"1500","Leisure and Hospitality","Wyoming",2025,0
"1501","Manufacturing","Alabama",2021,1
"1502","Manufacturing","Alabama",2022,0
"1503","Manufacturing","Alabama",2023,1
"1504","Manufacturing","Alabama",2024,0
"1505","Manufacturing","Alabama",2025,0
"1506","Manufacturing","Alaska",2021,0
"1507","Manufacturing","Alaska",2022,0
"1508","Manufacturing","Alaska",2023,0
"1509","Manufacturing","Alaska",2024,0
"1510","Manufacturing","Alaska",2025,0
"1511","Manufacturing","Arizona",2021,0
"1512","Manufacturing","Arizona",2022,0
"1513","Manufacturing","Arizona",2023,0
"1514","Manufacturing","Arizona",2024,0
"1515","Manufacturing","Arizona",2025,0
"1516","Manufacturing","Arkansas",2021,0
"1517","Manufacturing","Arkansas",2022,0
"1518","Manufacturing","Arkansas",2023,1
"1519","Manufacturing","Arkansas",2024,0
"1520","Manufacturing","Arkansas",2025,0
"1521","Manufacturing","California",2021,1
"1522","Manufacturing","California",2022,1
"1523","Manufacturing","California",2023,1
"1524","Manufacturing","California",2024,1
"1525","Manufacturing","California",2025,1
"1526","Manufacturing","Colorado",2021,0
"1527","Manufacturing","Colorado",2022,0
"1528","Manufacturing","Colorado",2023,1
"1529","Manufacturing","Colorado",2024,0
"1530","Manufacturing","Colorado",2025,1
"1531","Manufacturing","Connecticut",2021,0
"1532","Manufacturing","Connecticut",2022,0
"1533","Manufacturing","Connecticut",2023,0
"1534","Manufacturing","Connecticut",2024,0
"1535","Manufacturing","Connecticut",2025,1
"1536","Manufacturing","Delaware",2021,0
"1537","Manufacturing","Delaware",2022,0
"1538","Manufacturing","Delaware",2023,0
"1539","Manufacturing","Delaware",2024,0
"1540","Manufacturing","Delaware",2025,0
"1541","Manufacturing","District of Columbia",2021,0
"1542","Manufacturing","District of Columbia",2022,0
"1543","Manufacturing","District of Columbia",2023,0
"1544","Manufacturing","District of Columbia",2024,0
"1545","Manufacturing","District of Columbia",2025,0
"1546","Manufacturing","Florida",2021,0
"1547","Manufacturing","Florida",2022,1
"1548","Manufacturing","Florida",2023,1
"1549","Manufacturing","Florida",2024,1
"1550","Manufacturing","Florida",2025,0
"1551","Manufacturing","Georgia",2021,0
"1552","Manufacturing","Georgia",2022,1
"1553","Manufacturing","Georgia",2023,1
"1554","Manufacturing","Georgia",2024,1
"1555","Manufacturing","Georgia",2025,0
"1556","Manufacturing","Hawaii",2021,0
"1557","Manufacturing","Hawaii",2022,0
"1558","Manufacturing","Hawaii",2023,0
"1559","Manufacturing","Hawaii",2024,0
"1560","Manufacturing","Hawaii",2025,0
"1561","Manufacturing","Idaho",2021,0
"1562","Manufacturing","Idaho",2022,1
"1563","Manufacturing","Idaho",2023,0
"1564","Manufacturing","Idaho",2024,0
"1565","Manufacturing","Idaho",2025,0
"1566","Manufacturing","Illinois",2021,1
"1567","Manufacturing","Illinois",2022,1
"1568","Manufacturing","Illinois",2023,1
"1569","Manufacturing","Illinois",2024,1
"1570","Manufacturing","Illinois",2025,0
"1571","Manufacturing","Indiana",2021,1
"1572","Manufacturing","Indiana",2022,1
"1573","Manufacturing","Indiana",2023,1
"1574","Manufacturing","Indiana",2024,1
"1575","Manufacturing","Indiana",2025,0
"1576","Manufacturing","Iowa",2021,1
"1577","Manufacturing","Iowa",2022,1
"1578","Manufacturing","Iowa",2023,1
"1579","Manufacturing","Iowa",2024,1
"1580","Manufacturing","Iowa",2025,1
"1581","Manufacturing","Kansas",2021,1
"1582","Manufacturing","Kansas",2022,1
"1583","Manufacturing","Kansas",2023,1
"1584","Manufacturing","Kansas",2024,1
"1585","Manufacturing","Kansas",2025,0
"1586","Manufacturing","Kentucky",2021,1
"1587","Manufacturing","Kentucky",2022,1
"1588","Manufacturing","Kentucky",2023,1
"1589","Manufacturing","Kentucky",2024,1
"1590","Manufacturing","Kentucky",2025,0
"1591","Manufacturing","Louisiana",2021,0
"1592","Manufacturing","Louisiana",2022,0
"1593","Manufacturing","Louisiana",2023,0
"1594","Manufacturing","Louisiana",2024,0
"1595","Manufacturing","Louisiana",2025,0
"1596","Manufacturing","Maine",2021,0
"1597","Manufacturing","Maine",2022,1
"1598","Manufacturing","Maine",2023,1
"1599","Manufacturing","Maine",2024,1
"1600","Manufacturing","Maine",2025,0
"1601","Manufacturing","Maryland",2021,0
"1602","Manufacturing","Maryland",2022,1
"1603","Manufacturing","Maryland",2023,0
"1604","Manufacturing","Maryland",2024,0
"1605","Manufacturing","Maryland",2025,0
"1606","Manufacturing","Massachusetts",2021,1
"1607","Manufacturing","Massachusetts",2022,0
"1608","Manufacturing","Massachusetts",2023,0
"1609","Manufacturing","Massachusetts",2024,1
"1610","Manufacturing","Massachusetts",2025,0
"1611","Manufacturing","Michigan",2021,1
"1612","Manufacturing","Michigan",2022,0
"1613","Manufacturing","Michigan",2023,1
"1614","Manufacturing","Michigan",2024,1
"1615","Manufacturing","Michigan",2025,1
"1616","Manufacturing","Minnesota",2021,1
"1617","Manufacturing","Minnesota",2022,0
"1618","Manufacturing","Minnesota",2023,1
"1619","Manufacturing","Minnesota",2024,0
"1620","Manufacturing","Minnesota",2025,0
"1621","Manufacturing","Mississippi",2021,0
"1622","Manufacturing","Mississippi",2022,1
"1623","Manufacturing","Mississippi",2023,0
"1624","Manufacturing","Mississippi",2024,1
"1625","Manufacturing","Mississippi",2025,0
"1626","Manufacturing","Missouri",2021,1
"1627","Manufacturing","Missouri",2022,1
"1628","Manufacturing","Missouri",2023,1
"1629","Manufacturing","Missouri",2024,1
"1630","Manufacturing","Missouri",2025,0
"1631","Manufacturing","Montana",2021,0
"1632","Manufacturing","Montana",2022,0
"1633","Manufacturing","Montana",2023,0
"1634","Manufacturing","Montana",2024,0
"1635","Manufacturing","Montana",2025,0
"1636","Manufacturing","Nebraska",2021,1
"1637","Manufacturing","Nebraska",2022,0
"1638","Manufacturing","Nebraska",2023,0
"1639","Manufacturing","Nebraska",2024,0
"1640","Manufacturing","Nebraska",2025,0
"1641","Manufacturing","Nevada",2021,0
"1642","Manufacturing","Nevada",2022,0
"1643","Manufacturing","Nevada",2023,0
"1644","Manufacturing","Nevada",2024,0
"1645","Manufacturing","Nevada",2025,1
"1646","Manufacturing","New Hampshire",2021,0
"1647","Manufacturing","New Hampshire",2022,0
"1648","Manufacturing","New Hampshire",2023,0
"1649","Manufacturing","New Hampshire",2024,0
"1650","Manufacturing","New Hampshire",2025,0
"1651","Manufacturing","New Jersey",2021,0
"1652","Manufacturing","New Jersey",2022,0
"1653","Manufacturing","New Jersey",2023,1
"1654","Manufacturing","New Jersey",2024,1
"1655","Manufacturing","New Jersey",2025,0
"1656","Manufacturing","New Mexico",2021,0
"1657","Manufacturing","New Mexico",2022,0
"1658","Manufacturing","New Mexico",2023,0
"1659","Manufacturing","New Mexico",2024,0
"1660","Manufacturing","New Mexico",2025,0
"1661","Manufacturing","New York",2021,1
"1662","Manufacturing","New York",2022,1
"1663","Manufacturing","New York",2023,1
"1664","Manufacturing","New York",2024,1
"1665","Manufacturing","New York",2025,0
"1666","Manufacturing","North Carolina",2021,1
"1667","Manufacturing","North Carolina",2022,1
"1668","Manufacturing","North Carolina",2023,0
"1669","Manufacturing","North Carolina",2024,0
"1670","Manufacturing","North Carolina",2025,0
"1671","Manufacturing","North Dakota",2021,0
"1672","Manufacturing","North Dakota",2022,0
"1673","Manufacturing","North Dakota",2023,0
"1674","Manufacturing","North Dakota",2024,0
"1675","Manufacturing","North Dakota",2025,0
"1676","Manufacturing","Ohio",2021,1
"1677","Manufacturing","Ohio",2022,1
"1678","Manufacturing","Ohio",2023,1
"1679","Manufacturing","Ohio",2024,1
"1680","Manufacturing","Ohio",2025,1
"1681","Manufacturing","Oklahoma",2021,0
"1682","Manufacturing","Oklahoma",2022,0
"1683","Manufacturing","Oklahoma",2023,0
"1684","Manufacturing","Oklahoma",2024,0
"1685","Manufacturing","Oklahoma",2025,0
"1686","Manufacturing","Oregon",2021,1
"1687","Manufacturing","Oregon",2022,1
"1688","Manufacturing","Oregon",2023,1
"1689","Manufacturing","Oregon",2024,1
"1690","Manufacturing","Oregon",2025,0
"1691","Manufacturing","Pennsylvania",2021,1
"1692","Manufacturing","Pennsylvania",2022,1
"1693","Manufacturing","Pennsylvania",2023,1
"1694","Manufacturing","Pennsylvania",2024,1
"1695","Manufacturing","Pennsylvania",2025,1
"1696","Manufacturing","Rhode Island",2021,0
"1697","Manufacturing","Rhode Island",2022,0
"1698","Manufacturing","Rhode Island",2023,0
"1699","Manufacturing","Rhode Island",2024,0
"1700","Manufacturing","Rhode Island",2025,0
"1701","Manufacturing","South Carolina",2021,1
"1702","Manufacturing","South Carolina",2022,0
"1703","Manufacturing","South Carolina",2023,0
"1704","Manufacturing","South Carolina",2024,0
"1705","Manufacturing","South Carolina",2025,0
"1706","Manufacturing","Tennessee",2021,1
"1707","Manufacturing","Tennessee",2022,0
"1708","Manufacturing","Tennessee",2023,1
"1709","Manufacturing","Tennessee",2024,0
"1710","Manufacturing","Tennessee",2025,0
"1711","Manufacturing","Texas",2021,1
"1712","Manufacturing","Texas",2022,0
"1713","Manufacturing","Texas",2023,1
"1714","Manufacturing","Texas",2024,1
"1715","Manufacturing","Texas",2025,0
"1716","Manufacturing","Utah",2021,0
"1717","Manufacturing","Utah",2022,0
"1718","Manufacturing","Utah",2023,0
"1719","Manufacturing","Utah",2024,0
"1720","Manufacturing","Utah",2025,0
"1721","Manufacturing","Vermont",2021,0
"1722","Manufacturing","Vermont",2022,0
"1723","Manufacturing","Vermont",2023,0
"1724","Manufacturing","Vermont",2024,0
"1725","Manufacturing","Vermont",2025,0
"1726","Manufacturing","Virginia",2021,1
"1727","Manufacturing","Virginia",2022,1
"1728","Manufacturing","Virginia",2023,1
"1729","Manufacturing","Virginia",2024,1
"1730","Manufacturing","Virginia",2025,0
"1731","Manufacturing","Washington",2021,0
"1732","Manufacturing","Washington",2022,1
"1733","Manufacturing","Washington",2023,0
"1734","Manufacturing","Washington",2024,1
"1735","Manufacturing","Washington",2025,0
"1736","Manufacturing","West Virginia",2021,1
"1737","Manufacturing","West Virginia",2022,0
"1738","Manufacturing","West Virginia",2023,1
"1739","Manufacturing","West Virginia",2024,1
"1740","Manufacturing","West Virginia",2025,0
"1741","Manufacturing","Wisconsin",2021,1
"1742","Manufacturing","Wisconsin",2022,1
"1743","Manufacturing","Wisconsin",2023,1
"1744","Manufacturing","Wisconsin",2024,1
"1745","Manufacturing","Wisconsin",2025,1
"1746","Manufacturing","Wyoming",2021,0
"1747","Manufacturing","Wyoming",2022,0
"1748","Manufacturing","Wyoming",2023,0
"1749","Manufacturing","Wyoming",2024,0
"1750","Manufacturing","Wyoming",2025,0
"1751","Mining and Logging","Alabama",2021,1
"1752","Mining and Logging","Alabama",2022,0
"1753","Mining and Logging","Alabama",2023,0
"1754","Mining and Logging","Alabama",2024,0
"1755","Mining and Logging","Alabama",2025,0
"1756","Mining and Logging","Alaska",2021,0
"1757","Mining and Logging","Alaska",2022,0
"1758","Mining and Logging","Alaska",2023,0
"1759","Mining and Logging","Alaska",2024,0
"1760","Mining and Logging","Alaska",2025,0
"1761","Mining and Logging","Arizona",2021,0
"1762","Mining and Logging","Arizona",2022,0
"1763","Mining and Logging","Arizona",2023,0
"1764","Mining and Logging","Arizona",2024,0
"1765","Mining and Logging","Arizona",2025,0
"1766","Mining and Logging","Arkansas",2021,0
"1767","Mining and Logging","Arkansas",2022,0
"1768","Mining and Logging","Arkansas",2023,0
"1769","Mining and Logging","Arkansas",2024,0
"1770","Mining and Logging","Arkansas",2025,0
"1771","Mining and Logging","California",2021,0
"1772","Mining and Logging","California",2022,0
"1773","Mining and Logging","California",2023,0
"1774","Mining and Logging","California",2024,0
"1775","Mining and Logging","California",2025,0
"1776","Mining and Logging","Colorado",2021,0
"1777","Mining and Logging","Colorado",2022,0
"1778","Mining and Logging","Colorado",2023,0
"1779","Mining and Logging","Colorado",2024,0
"1780","Mining and Logging","Colorado",2025,0
"1781","Mining and Logging","Connecticut",2021,0
"1782","Mining and Logging","Connecticut",2022,0
"1783","Mining and Logging","Connecticut",2023,0
"1784","Mining and Logging","Connecticut",2024,0
"1785","Mining and Logging","Connecticut",2025,0
"1786","Mining and Logging","Delaware",2021,0
"1787","Mining and Logging","Delaware",2022,0
"1788","Mining and Logging","Delaware",2023,0
"1789","Mining and Logging","Delaware",2024,0
"1790","Mining and Logging","Delaware",2025,0
"1791","Mining and Logging","District of Columbia",2021,0
"1792","Mining and Logging","District of Columbia",2022,0
"1793","Mining and Logging","District of Columbia",2023,0
"1794","Mining and Logging","District of Columbia",2024,0
"1795","Mining and Logging","District of Columbia",2025,0
"1796","Mining and Logging","Florida",2021,0
"1797","Mining and Logging","Florida",2022,0
"1798","Mining and Logging","Florida",2023,0
"1799","Mining and Logging","Florida",2024,0
"1800","Mining and Logging","Florida",2025,0
"1801","Mining and Logging","Georgia",2021,0
"1802","Mining and Logging","Georgia",2022,0
"1803","Mining and Logging","Georgia",2023,0
"1804","Mining and Logging","Georgia",2024,0
"1805","Mining and Logging","Georgia",2025,0
"1806","Mining and Logging","Hawaii",2021,0
"1807","Mining and Logging","Hawaii",2022,0
"1808","Mining and Logging","Hawaii",2023,0
"1809","Mining and Logging","Hawaii",2024,0
"1810","Mining and Logging","Hawaii",2025,0
"1811","Mining and Logging","Idaho",2021,0
"1812","Mining and Logging","Idaho",2022,0
"1813","Mining and Logging","Idaho",2023,0
"1814","Mining and Logging","Idaho",2024,0
"1815","Mining and Logging","Idaho",2025,0
"1816","Mining and Logging","Illinois",2021,0
"1817","Mining and Logging","Illinois",2022,1
"1818","Mining and Logging","Illinois",2023,0
"1819","Mining and Logging","Illinois",2024,0
"1820","Mining and Logging","Illinois",2025,0
"1821","Mining and Logging","Indiana",2021,0
"1822","Mining and Logging","Indiana",2022,0
"1823","Mining and Logging","Indiana",2023,0
"1824","Mining and Logging","Indiana",2024,0
"1825","Mining and Logging","Indiana",2025,0
"1826","Mining and Logging","Iowa",2021,0
"1827","Mining and Logging","Iowa",2022,0
"1828","Mining and Logging","Iowa",2023,0
"1829","Mining and Logging","Iowa",2024,0
"1830","Mining and Logging","Iowa",2025,0
"1831","Mining and Logging","Kansas",2021,0
"1832","Mining and Logging","Kansas",2022,0
"1833","Mining and Logging","Kansas",2023,0
"1834","Mining and Logging","Kansas",2024,0
"1835","Mining and Logging","Kansas",2025,0
"1836","Mining and Logging","Kentucky",2021,0
"1837","Mining and Logging","Kentucky",2022,0
"1838","Mining and Logging","Kentucky",2023,0
"1839","Mining and Logging","Kentucky",2024,0
"1840","Mining and Logging","Kentucky",2025,0
"1841","Mining and Logging","Louisiana",2021,0
"1842","Mining and Logging","Louisiana",2022,0
"1843","Mining and Logging","Louisiana",2023,0
"1844","Mining and Logging","Louisiana",2024,0
"1845","Mining and Logging","Louisiana",2025,0
"1846","Mining and Logging","Maine",2021,0
"1847","Mining and Logging","Maine",2022,0
"1848","Mining and Logging","Maine",2023,0
"1849","Mining and Logging","Maine",2024,0
"1850","Mining and Logging","Maine",2025,0
"1851","Mining and Logging","Maryland",2021,0
"1852","Mining and Logging","Maryland",2022,0
"1853","Mining and Logging","Maryland",2023,0
"1854","Mining and Logging","Maryland",2024,0
"1855","Mining and Logging","Maryland",2025,0
"1856","Mining and Logging","Massachusetts",2021,0
"1857","Mining and Logging","Massachusetts",2022,0
"1858","Mining and Logging","Massachusetts",2023,0
"1859","Mining and Logging","Massachusetts",2024,0
"1860","Mining and Logging","Massachusetts",2025,0
"1861","Mining and Logging","Michigan",2021,0
"1862","Mining and Logging","Michigan",2022,0
"1863","Mining and Logging","Michigan",2023,0
"1864","Mining and Logging","Michigan",2024,0
"1865","Mining and Logging","Michigan",2025,0
"1866","Mining and Logging","Minnesota",2021,0
"1867","Mining and Logging","Minnesota",2022,0
"1868","Mining and Logging","Minnesota",2023,0
"1869","Mining and Logging","Minnesota",2024,0
"1870","Mining and Logging","Minnesota",2025,0
"1871","Mining and Logging","Mississippi",2021,0
"1872","Mining and Logging","Mississippi",2022,0
"1873","Mining and Logging","Mississippi",2023,0
"1874","Mining and Logging","Mississippi",2024,0
"1875","Mining and Logging","Mississippi",2025,0
"1876","Mining and Logging","Missouri",2021,0
"1877","Mining and Logging","Missouri",2022,0
"1878","Mining and Logging","Missouri",2023,0
"1879","Mining and Logging","Missouri",2024,0
"1880","Mining and Logging","Missouri",2025,0
"1881","Mining and Logging","Montana",2021,0
"1882","Mining and Logging","Montana",2022,0
"1883","Mining and Logging","Montana",2023,0
"1884","Mining and Logging","Montana",2024,0
"1885","Mining and Logging","Montana",2025,0
"1886","Mining and Logging","Nebraska",2021,0
"1887","Mining and Logging","Nebraska",2022,0
"1888","Mining and Logging","Nebraska",2023,0
"1889","Mining and Logging","Nebraska",2024,0
"1890","Mining and Logging","Nebraska",2025,0
"1891","Mining and Logging","Nevada",2021,0
"1892","Mining and Logging","Nevada",2022,0
"1893","Mining and Logging","Nevada",2023,0
"1894","Mining and Logging","Nevada",2024,0
"1895","Mining and Logging","Nevada",2025,0
"1896","Mining and Logging","New Hampshire",2021,0
"1897","Mining and Logging","New Hampshire",2022,0
"1898","Mining and Logging","New Hampshire",2023,0
"1899","Mining and Logging","New Hampshire",2024,0
"1900","Mining and Logging","New Hampshire",2025,0
"1901","Mining and Logging","New Jersey",2021,0
"1902","Mining and Logging","New Jersey",2022,0
"1903","Mining and Logging","New Jersey",2023,0
"1904","Mining and Logging","New Jersey",2024,0
"1905","Mining and Logging","New Jersey",2025,0
"1906","Mining and Logging","New Mexico",2021,0
"1907","Mining and Logging","New Mexico",2022,0
"1908","Mining and Logging","New Mexico",2023,0
"1909","Mining and Logging","New Mexico",2024,0
"1910","Mining and Logging","New Mexico",2025,0
"1911","Mining and Logging","New York",2021,1
"1912","Mining and Logging","New York",2022,0
"1913","Mining and Logging","New York",2023,0
"1914","Mining and Logging","New York",2024,0
"1915","Mining and Logging","New York",2025,0
"1916","Mining and Logging","North Carolina",2021,0
"1917","Mining and Logging","North Carolina",2022,0
"1918","Mining and Logging","North Carolina",2023,0
"1919","Mining and Logging","North Carolina",2024,0
"1920","Mining and Logging","North Carolina",2025,0
"1921","Mining and Logging","North Dakota",2021,0
"1922","Mining and Logging","North Dakota",2022,0
"1923","Mining and Logging","North Dakota",2023,0
"1924","Mining and Logging","North Dakota",2024,0
"1925","Mining and Logging","North Dakota",2025,0
"1926","Mining and Logging","Ohio",2021,0
"1927","Mining and Logging","Ohio",2022,0
"1928","Mining and Logging","Ohio",2023,0
"1929","Mining and Logging","Ohio",2024,0
"1930","Mining and Logging","Ohio",2025,0
"1931","Mining and Logging","Oklahoma",2021,0
"1932","Mining and Logging","Oklahoma",2022,0
"1933","Mining and Logging","Oklahoma",2023,0
"1934","Mining and Logging","Oklahoma",2024,0
"1935","Mining and Logging","Oklahoma",2025,0
"1936","Mining and Logging","Oregon",2021,0
"1937","Mining and Logging","Oregon",2022,0
"1938","Mining and Logging","Oregon",2023,0
"1939","Mining and Logging","Oregon",2024,0
"1940","Mining and Logging","Oregon",2025,0
"1941","Mining and Logging","Pennsylvania",2021,0
"1942","Mining and Logging","Pennsylvania",2022,0
"1943","Mining and Logging","Pennsylvania",2023,0
"1944","Mining and Logging","Pennsylvania",2024,0
"1945","Mining and Logging","Pennsylvania",2025,0
"1946","Mining and Logging","Rhode Island",2021,0
"1947","Mining and Logging","Rhode Island",2022,0
"1948","Mining and Logging","Rhode Island",2023,0
"1949","Mining and Logging","Rhode Island",2024,0
"1950","Mining and Logging","Rhode Island",2025,0
"1951","Mining and Logging","South Carolina",2021,0
"1952","Mining and Logging","South Carolina",2022,0
"1953","Mining and Logging","South Carolina",2023,0
"1954","Mining and Logging","South Carolina",2024,0
"1955","Mining and Logging","South Carolina",2025,0
"1956","Mining and Logging","Tennessee",2021,0
"1957","Mining and Logging","Tennessee",2022,0
"1958","Mining and Logging","Tennessee",2023,0
"1959","Mining and Logging","Tennessee",2024,0
"1960","Mining and Logging","Tennessee",2025,0
"1961","Mining and Logging","Texas",2021,1
"1962","Mining and Logging","Texas",2022,0
"1963","Mining and Logging","Texas",2023,0
"1964","Mining and Logging","Texas",2024,0
"1965","Mining and Logging","Texas",2025,0
"1966","Mining and Logging","Utah",2021,0
"1967","Mining and Logging","Utah",2022,1
"1968","Mining and Logging","Utah",2023,0
"1969","Mining and Logging","Utah",2024,0
"1970","Mining and Logging","Utah",2025,0
"1971","Mining and Logging","Vermont",2021,0
"1972","Mining and Logging","Vermont",2022,0
"1973","Mining and Logging","Vermont",2023,0
"1974","Mining and Logging","Vermont",2024,0
"1975","Mining and Logging","Vermont",2025,0
"1976","Mining and Logging","Virginia",2021,0
"1977","Mining and Logging","Virginia",2022,0
"1978","Mining and Logging","Virginia",2023,0
"1979","Mining and Logging","Virginia",2024,0
"1980","Mining and Logging","Virginia",2025,0
"1981","Mining and Logging","Washington",2021,0
"1982","Mining and Logging","Washington",2022,0
"1983","Mining and Logging","Washington",2023,0
"1984","Mining and Logging","Washington",2024,0
"1985","Mining and Logging","Washington",2025,0
"1986","Mining and Logging","West Virginia",2021,0
"1987","Mining and Logging","West Virginia",2022,0
"1988","Mining and Logging","West Virginia",2023,0
"1989","Mining and Logging","West Virginia",2024,0
"1990","Mining and Logging","West Virginia",2025,0
"1991","Mining and Logging","Wisconsin",2021,0
"1992","Mining and Logging","Wisconsin",2022,0
"1993","Mining and Logging","Wisconsin",2023,0
"1994","Mining and Logging","Wisconsin",2024,0
"1995","Mining and Logging","Wisconsin",2025,0
"1996","Mining and Logging","Wyoming",2021,0
"1997","Mining and Logging","Wyoming",2022,0
"1998","Mining and Logging","Wyoming",2023,0
"1999","Mining and Logging","Wyoming",2024,0
"2000","Mining and Logging","Wyoming",2025,0
"2001","Other Services","Alabama",2021,0
"2002","Other Services","Alabama",2022,1
"2003","Other Services","Alabama",2023,0
"2004","Other Services","Alabama",2024,0
"2005","Other Services","Alabama",2025,0
"2006","Other Services","Alaska",2021,0
"2007","Other Services","Alaska",2022,0
"2008","Other Services","Alaska",2023,1
"2009","Other Services","Alaska",2024,0
"2010","Other Services","Alaska",2025,0
"2011","Other Services","Arizona",2021,0
"2012","Other Services","Arizona",2022,0
"2013","Other Services","Arizona",2023,0
"2014","Other Services","Arizona",2024,1
"2015","Other Services","Arizona",2025,0
"2016","Other Services","Arkansas",2021,0
"2017","Other Services","Arkansas",2022,0
"2018","Other Services","Arkansas",2023,0
"2019","Other Services","Arkansas",2024,0
"2020","Other Services","Arkansas",2025,1
"2021","Other Services","California",2021,1
"2022","Other Services","California",2022,1
"2023","Other Services","California",2023,1
"2024","Other Services","California",2024,1
"2025","Other Services","California",2025,0
"2026","Other Services","Colorado",2021,0
"2027","Other Services","Colorado",2022,0
"2028","Other Services","Colorado",2023,0
"2029","Other Services","Colorado",2024,1
"2030","Other Services","Colorado",2025,0
"2031","Other Services","Connecticut",2021,0
"2032","Other Services","Connecticut",2022,0
"2033","Other Services","Connecticut",2023,0
"2034","Other Services","Connecticut",2024,0
"2035","Other Services","Connecticut",2025,0
"2036","Other Services","Delaware",2021,0
"2037","Other Services","Delaware",2022,0
"2038","Other Services","Delaware",2023,0
"2039","Other Services","Delaware",2024,0
"2040","Other Services","Delaware",2025,0
"2041","Other Services","District of Columbia",2021,0
"2042","Other Services","District of Columbia",2022,0
"2043","Other Services","District of Columbia",2023,0
"2044","Other Services","District of Columbia",2024,1
"2045","Other Services","District of Columbia",2025,0
"2046","Other Services","Florida",2021,0
"2047","Other Services","Florida",2022,1
"2048","Other Services","Florida",2023,1
"2049","Other Services","Florida",2024,0
"2050","Other Services","Florida",2025,0
"2051","Other Services","Georgia",2021,0
"2052","Other Services","Georgia",2022,0
"2053","Other Services","Georgia",2023,0
"2054","Other Services","Georgia",2024,0
"2055","Other Services","Georgia",2025,0
"2056","Other Services","Hawaii",2021,0
"2057","Other Services","Hawaii",2022,0
"2058","Other Services","Hawaii",2023,0
"2059","Other Services","Hawaii",2024,0
"2060","Other Services","Hawaii",2025,0
"2061","Other Services","Idaho",2021,0
"2062","Other Services","Idaho",2022,0
"2063","Other Services","Idaho",2023,0
"2064","Other Services","Idaho",2024,0
"2065","Other Services","Idaho",2025,0
"2066","Other Services","Illinois",2021,0
"2067","Other Services","Illinois",2022,0
"2068","Other Services","Illinois",2023,1
"2069","Other Services","Illinois",2024,1
"2070","Other Services","Illinois",2025,0
"2071","Other Services","Indiana",2021,0
